NDB_No,Shrt_Desc,Main food description,Food code,FoodCategory
17096,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED","Veal chop, fried, NS as to fat eaten",23203010,"Meat, Poultry, Fish, and Mixtures"
17096,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED","Veal chop, fried, lean and fat eaten",23203020,"Meat, Poultry, Fish, and Mixtures"
17096,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED","Veal cutlet or steak, fried, NS as to fat eaten",23205010,"Meat, Poultry, Fish, and Mixtures"
17096,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED","Veal cutlet or steak, fried, lean and fat eaten",23205020,"Meat, Poultry, Fish, and Mixtures"
17101,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED","Veal chop, fried, lean only eaten",23203030,"Meat, Poultry, Fish, and Mixtures"
18001,"BAGEL,PLN,TSTD, ENR W/CA PROP(INCLUDE ONION,POPPY,SESAME)",Bagel,51180010,Grain Products
18009,"BISCUITS,PLN OR BTTRMLK,FRZ,BKD","Biscuit, baking powder or buttermilk type, NS as to made from mix, refrigerated dough, or home recipe",52101000,Grain Products
18013,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD","Biscuit, baking powder or buttermilk type, made from refrigerated dough, lowfat",52101150,Grain Products
18015,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD","Biscuit, baking powder or buttermilk type, made from refrigerated dough",52102040,Grain Products
18023,"BREAD,CORNBREAD,DRY MIX,PREP W/ 2% MILK,80% MARGARINE,& EGGS","Cornbread, prepared from mix",52201000,Grain Products
18027,"BREAD,EGG","Bread, egg, Challah",51119010,Grain Products
18027,"BREAD,EGG","Bread, egg, Challah, toasted",51119040,Grain Products
18027,"BREAD,EGG","Roll, egg bread",51154550,Grain Products
18029,"Bread, french","Bread, Cuban",51105010,Grain Products
18029,"Bread, french","Bread, Cuban, toasted",51105040,Grain Products
18029,"Bread, french","Bread, French or Vienna",51107010,Grain Products
18029,"Bread, french","Bread, sour dough",51133010,Grain Products
18029,"Bread, french","Roll, diet",51154510,Grain Products
18029,"Bread, french","Roll, sour dough",51159000,Grain Products
18030,"BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)","Bread, French or Vienna, toasted",51107040,Grain Products
18030,"BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)","Bread, sour dough, toasted",51133020,Grain Products
18033,"BREAD,ITALIAN","Bread, Italian, Grecian, Armenian",51109010,Grain Products
18033,"BREAD,ITALIAN","Bread, Italian, Grecian, Armenian, toasted",51109040,Grain Products
18039,"BREAD,OATMEAL","Bread, oatmeal",51501010,Grain Products
18039,"BREAD,OATMEAL","Bread, oatmeal, toasted",51501020,Grain Products
18039,"BREAD,OATMEAL","Bread, oat bran",51501040,Grain Products
18039,"BREAD,OATMEAL","Bread, oat bran, toasted",51501050,Grain Products
18039,"BREAD,OATMEAL","Roll, oatmeal",51502010,Grain Products
18039,"BREAD,OATMEAL","Muffin, English, oat bran",51503000,Grain Products
18041,"BREAD,PITA,WHITE,ENRICHED","Bread, pita",51109100,Grain Products
18041,"BREAD,PITA,WHITE,ENRICHED","Bread, pita, toasted",51109110,Grain Products
18042,"BREAD,PITA,WHOLE-WHEAT","Bread, pita, whole wheat",51301600,Grain Products
18042,"BREAD,PITA,WHOLE-WHEAT","Bread, pita, whole wheat, toasted",51301610,Grain Products
18042,"BREAD,PITA,WHOLE-WHEAT","Bread, pita, wheat or cracked wheat",51301620,Grain Products
18042,"BREAD,PITA,WHOLE-WHEAT","Bread, pita, wheat or cracked wheat, toasted",51301630,Grain Products
18043,"BREAD,PROT (INCL GLUTEN)","Bread, high protein",51123010,Grain Products
18043,"BREAD,PROT (INCL GLUTEN)","Bread, high protein, toasted",51123020,Grain Products
18044,"BREAD,PUMPERNICKEL","Bread, pumpernickel",51404010,Grain Products
18044,"BREAD,PUMPERNICKEL","Bread, pumpernickel, toasted",51404020,Grain Products
18044,"BREAD,PUMPERNICKEL","Muffin, English, pumpernickel",51404550,Grain Products
18044,"BREAD,PUMPERNICKEL","Bread, black",51407010,Grain Products
18044,"BREAD,PUMPERNICKEL","Bread, black, toasted",51407020,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, wheat or cracked wheat, reduced calorie and/or high fiber",51301510,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted",51301520,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, rye, reduced calorie and/or high fiber",51401060,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, rye, reduced calorie and/or high fiber, toasted",51401070,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, oat bran, reduced calorie and/or high fiber",51501060,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, oat bran, reduced calorie and/or high fiber, toasted",51501070,Grain Products
18055,"BREAD,RED-CAL,WHEAT","Bread, multigrain, reduced calorie and/or high fiber",51602010,Grain Products
18057,"BREAD,RED-CAL,WHITE","Bread, reduced calorie and/or high fiber, white or NFS",51122000,Grain Products
18057,"BREAD,RED-CAL,WHITE","Bread, reduced calorie and/or high fiber, white or NFS, toasted",51122010,Grain Products
18060,"BREAD,RYE","Bread, rye",51401010,Grain Products
18060,"BREAD,RYE","Bread, rye, toasted",51401020,Grain Products
18060,"BREAD,RYE","Bread, marble rye and pumpernickel",51401030,Grain Products
18060,"BREAD,RYE","Bread, marble rye and pumpernickel, toasted",51401040,Grain Products
18060,"BREAD,RYE","Muffin, English, rye",51401200,Grain Products
18060,"BREAD,RYE","Roll, rye",51420000,Grain Products
18064,"BREAD,WHEAT","Bread, wheat or cracked wheat",51301010,Grain Products
18064,"BREAD,WHEAT","Bread, wheat or cracked wheat, toasted",51301020,Grain Products
18064,"BREAD,WHEAT","Bread, barley",51801010,Grain Products
18064,"BREAD,WHEAT","Bread, Boston Brown",52401000,Grain Products
18069,"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)","Bread, NS as to major flour",51000100,Grain Products
18069,"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)","Bread, white",51101000,Grain Products
18070,"BREAD,WHITE,COMMLY PREP,TSTD","Bread, NS as to major flour, toasted",51000110,Grain Products
18070,"BREAD,WHITE,COMMLY PREP,TSTD","Bread, white, toasted",51101010,Grain Products
18070,"BREAD,WHITE,COMMLY PREP,TSTD","Bread, cinnamon, toasted",51113100,Grain Products
18075,"BREAD,WHOLE-WHEAT,COMM. PREPARED","Bread, whole wheat",51300110,Grain Products
18075,"BREAD,WHOLE-WHEAT,COMM. PREPARED","Bread, whole wheat, toasted",51300120,Grain Products
18080,"BREAD STICKS,PLAIN","Breadsticks, hard, NFS",51184000,Grain Products
18085,"BREAD STUFFING,CORNBREAD,DRY MIX,PREP",Cornbread stuffing,52204000,Grain Products
18088,"CAKE,ANGELFOOD,DRY MIX,PREP","Cake, angel food, without icing or filling",53101100,Grain Products
18090,"CAKE,BOSTON CRM PIE,COMMLY PREP","Cake, Boston cream pie",53103000,Grain Products
18095,"CAKE,CHERRY FUDGE W/CHOC FRSTNG","Cake or cupcake, Black Forest",53102800,Grain Products
18096,"CAKE,CHOC,COMMLY PREP W/ CHOC FRSTNG,IN-STORE BAKERY","Cake or cupcake, NS as to type",53100100,Grain Products
18096,"CAKE,CHOC,COMMLY PREP W/ CHOC FRSTNG,IN-STORE BAKERY","Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",53105270,Grain Products
18102,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG","Cake or cupcake, coconut, with icing or filling",53104400,Grain Products
18110,"CAKE,FRUITCAKE,COMMLY PREP","Cake, fruit cake, light or dark, holiday type cake",53110000,Grain Products
18120,"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)","Cake, pound, without icing or filling",53116000,Grain Products
18120,"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)","Rum cake, without icing",53118410,Grain Products
18127,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG","Snack cake, chocolate, with icing or filling",53108200,Grain Products
18128,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE","Snack cake, not chocolate, with icing or filling",53109200,Grain Products
18133,"CAKE,SPONGE,COMMLY PREP","Cake, sponge, without icing or filling",53118100,Grain Products
18140,"CAKE,YEL,COMMLY PREP,W/ CHOC FRSTNG,IN-STORE BAKERY","Cake or cupcake, yellow, with icing or filling",53121270,Grain Products
18141,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG","Cake or cupcake, white, with icing or filling",53120270,Grain Products
18147,CHEESECAKE COMMLY PREP,Cheesecake,53104500,Grain Products
18151,"COOKIES,BROWNIES,COMMLY PREP","Cookie, brownie, NS as to icing",53204000,Grain Products
18151,"COOKIES,BROWNIES,COMMLY PREP","Cookie, brownie, without icing",53204010,Grain Products
18151,"COOKIES,BROWNIES,COMMLY PREP","Cookie, butterscotch, brownie",53205250,Grain Products
18157,"COOKIES,CHOCOLATE WAFERS","Cookie, chocolate or fudge",53207000,Grain Products
18157,"COOKIES,CHOCOLATE WAFERS","Cookie, chocolate wafer",53210000,Grain Products
18158,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT","Cookie, chocolate chip, reduced fat",53206030,Grain Products
18158,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT","Cookie, chocolate or fudge, reduced fat",53207020,Grain Products
18158,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT","Cookie, chocolate, with chocolate filling or coating, fat free",53207050,Grain Products
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","Cookie, NFS",53201000,Grain Products
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","Cookie, bar, with chocolate",53205260,Grain Products
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","Cookie, chocolate chip",53206000,Grain Products
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","Cookie bar, with chocolate, nuts, and graham crackers",53211000,Grain Products
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","Cookie, toffee bar",53242500,Grain Products
18166,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG","Cookie, chocolate sandwich",53209015,Grain Products
18166,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG","Cookie, chocolate and vanilla sandwich",53209500,Grain Products
18168,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING","Cookie, chocolate, sandwich, with extra filling",53209100,Grain Products
18168,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING","Cookie, vanilla sandwich, extra filling",53243010,Grain Products
18170,"COOKIES,FIG BARS","Cookie, fruit-filled bar",53220000,Grain Products
18170,"COOKIES,FIG BARS","Cookie, fruit-filled bar, fat free",53220010,Grain Products
18170,"COOKIES,FIG BARS","Cookie, fig bar",53220030,Grain Products
18170,"COOKIES,FIG BARS","Cookie, fig bar, fat free",53220040,Grain Products
18170,"COOKIES,FIG BARS","Cookie, rugelach",53251100,Grain Products
18170,"COOKIES,FIG BARS","Breakfast bar, date, with yogurt coating",53714510,Grain Products
18171,"COOKIES,FORTUNE","Cookie, fortune",53222010,Grain Products
18171,"COOKIES,FORTUNE","Cookie, tea, Japanese",53246000,Grain Products
18172,"COOKIES,GINGERSNAPS","Cookie, gingersnaps",53223000,Grain Products
18173,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",Graham crackers,54102010,Grain Products
18173,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",Graham crackers (Teddy Grahams),54102015,Grain Products
18174,"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED","Graham crackers, chocolate covered",54102020,Grain Products
18175,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND","Cookie, ladyfinger",53224000,Grain Products
18176,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)","Cookie, marshmallow, chocolate-covered",53208000,Grain Products
18176,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)","Cookie, marshmallow pie, chocolate covered",53208200,Grain Products
18176,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)","Cookie, marshmallow, with coconut",53226000,Grain Products
18177,"COOKIES,MOLASSES","Cookie, molasses",53230000,Grain Products
18177,"COOKIES,MOLASSES","Cookie, Lebkuchen",53231000,Grain Products
18177,"COOKIES,MOLASSES","Crackers, Cuban",54102060,Grain Products
18178,"COOKIES,OATMEAL,COMMLY PREP,REG","Cookie, applesauce",53203000,Grain Products
18178,"COOKIES,OATMEAL,COMMLY PREP,REG","Cookie, chocolate, made with oatmeal and coconut, no bake",53206550,Grain Products
18178,"COOKIES,OATMEAL,COMMLY PREP,REG","Cookie, oatmeal",53233000,Grain Products
18178,"COOKIES,OATMEAL,COMMLY PREP,REG","Cookie, oatmeal, with raisins",53233010,Grain Products
18178,"COOKIES,OATMEAL,COMMLY PREP,REG","Cookie, oatmeal, with chocolate and peanut butter, no bake",53233100,Grain Products
18178,"COOKIES,OATMEAL,COMMLY PREP,REG","Cookie, pumpkin",53236100,Grain Products
18185,"COOKIES,PNUT BUTTER,COMMLY PREP,REG","Cookie, peanut butter",53234000,Grain Products
18190,"COOKIES,PNUT BUTTER SNDWCH,REG","Cookie, peanut butter sandwich",53235000,Grain Products
18191,"COOKIES,RAISIN,SOFT-TYPE","Cookie, raisin",53237000,Grain Products
18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN","Cookie, almond",53202000,Grain Products
18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN","Cookie, Pfeffernusse",53235600,Grain Products
18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN","Cookie, rum ball, no bake",53237500,Grain Products
18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN","Cookie, shortbread",53239000,Grain Products
18198,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY","Cookie, chocolate chip, sugar free",53260030,Grain Products
18199,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY","Cookie, sandwich, sugar free",53260300,Grain Products
18200,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY","Cookie, oatmeal, sugar free",53260200,Grain Products
18202,"COOKIES,SUGAR WAFERS W/CREME FILLING,SPL DIETARY","Cookie, sugar wafer, sugar free",53260500,Grain Products
18204,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)","Cookie, butter or sugar ",53241500,Grain Products
18209,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG","Cookie, sugar wafer",53242000,Grain Products
18210,"COOKIES,VANILLA SNDWCH W/CREME FILLING","Cookie, sandwich-type, not chocolate or vanilla",53238000,Grain Products
18210,"COOKIES,VANILLA SNDWCH W/CREME FILLING","Cookie, vanilla sandwich",53243000,Grain Products
18210,"COOKIES,VANILLA SNDWCH W/CREME FILLING","Graham crackers, sandwich, with filling",54102200,Grain Products
18211,"PUFF PASTRY,FRZ,RTB,BKD","Pastry, puff",53452400,Grain Products
18212,"COOKIES,VANILLA WAFERS,LOWER FAT","Cookie, vanilla wafer, reduced fat",53247050,Grain Products
18213,"COOKIES,VANILLA WAFERS,HIGHER FAT","Cookie, vanilla wafer",53247000,Grain Products
18214,"CRACKERS,CHEESE,REGULAR","Crackers, cheese",54304000,Grain Products
18214,"CRACKERS,CHEESE,REGULAR","Crackers, cheese (Cheez-It)",54304005,Grain Products
18214,"CRACKERS,CHEESE,REGULAR","Crackers, cheese (Goldfish)",54304020,Grain Products
18216,"CRACKERS,CRISPBREAD,RYE","Crackers, crispbread",54305010,Grain Products
18217,"CRACKERS,MATZO,PLAIN","Crackers, matzo, reduced sodium",54201010,Grain Products
18217,"CRACKERS,MATZO,PLAIN","Crackers, matzo",54307000,Grain Products
18220,"CRACKERS,MELBA TOAST,PLN",Melba toast,51187000,Grain Products
18223,"CRACKERS,MILK","Crackers, milk",54308000,Grain Products
18228,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)","Crackers, oyster",54313000,Grain Products
18228,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)","Crackers, saltine",54325000,Grain Products
18229,"CRACKERS,STD SNACK-TYPE,REG","Crackers, NFS",54001000,Grain Products
18229,"CRACKERS,STD SNACK-TYPE,REG","Crackers, butter, plain",54301010,Grain Products
18229,"CRACKERS,STD SNACK-TYPE,REG","Crackers, butter, flavored",54301020,Grain Products
18229,"CRACKERS,STD SNACK-TYPE,REG","Crackers, butter (Ritz)",54301030,Grain Products
18230,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING","Crackers, sandwich, cheese filled",54328200,Grain Products
18231,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING","Crackers, sandwich",54328000,Grain Products
18231,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING","Crackers, sandwich, peanut butter filled",54328100,Grain Products
18232,"CRACKERS,WHEAT,REGULAR","Crackers, oatmeal",54102050,Grain Products
18232,"CRACKERS,WHEAT,REGULAR","Crackers, corn",54339000,Grain Products
18237,"CREAM PUFF SHELL,PREP FROM RECIPE","Cream puff, no filling or icing",53420250,Grain Products
18239,"CROISSANTS,BUTTER",Croissant,51166000,Grain Products
18241,"CROISSANTS,CHEESE","Croissant, cheese",51166100,Grain Products
18243,"CROUTONS,SEASONED",Croutons,51185000,Grain Products
18244,"DANISH PASTRY,CINN,ENR","Danish pastry, plain or spice",53510000,Grain Products
18245,"DANISH PASTRY,CHEESE","Danish pastry, with cheese",53511000,Grain Products
18246,"DANISH PASTRY,FRUIT,ENR","Breakfast pastry, NFS",53500100,Grain Products
18246,"DANISH PASTRY,FRUIT,ENR","Danish pastry, with fruit",53510100,Grain Products
18248,"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)","Doughnut, NS as to cake or yeast",53520000,Grain Products
18248,"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)","Doughnut, cake type",53520110,Grain Products
18248,"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)","Doughnut, Asian",53520500,Grain Products
18248,"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)","Cruller, NFS",53520600,Grain Products
18249,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD","Doughnut, cake type, chocolate covered",53520140,Grain Products
18249,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD","Doughnut, chocolate, cake type, with chocolate icing",53520160,Grain Products
18251,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED","Doughnut, chocolate, cake type",53520120,Grain Products
18253,"DOUGHNUTS,FRENCH CRULLERS,GLAZED",French cruller,53520700,Grain Products
18254,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING","Doughnut, custard-filled",53521210,Grain Products
18255,"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)","Doughnut, raised or yeast",53521110,Grain Products
18256,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING","Doughnut, jelly",53521140,Grain Products
18258,"ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)","Muffin, English",51186010,Grain Products
18264,"ENGLISH MUFFINS,WHEAT","Muffin, English, wheat bran",51302500,Grain Products
18264,"ENGLISH MUFFINS,WHEAT","Muffin, English, wheat or cracked wheat",51303010,Grain Products
18264,"ENGLISH MUFFINS,WHEAT","Muffin, English, whole wheat",51303030,Grain Products
18264,"ENGLISH MUFFINS,WHEAT","Muffin, English, whole grain white",51303100,Grain Products
18264,"ENGLISH MUFFINS,WHEAT","Muffin, English, multigrain",51630200,Grain Products
18271,"ICE CRM CONES,CAKE OR WAFER-TYPE","Cookie, cone shell, ice cream type, wafer or cake",53222020,Grain Products
18271,"ICE CRM CONES,CAKE OR WAFER-TYPE","Cookie, Pizzelle",53236000,Grain Products
18274,"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)","Muffin, NFS",52301000,Grain Products
18274,"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)","Muffin, fruit ",52302010,Grain Products
18279,"MUFFINS,CORN,COMMLY PREP","Cornbread muffin, stick, round",52206010,Grain Products
18283,"MUFFINS,OAT BRAN","Muffin, oat bran",52304150,Grain Products
18288,"PANCAKES PLN,FRZ,RTH (INCLUDES BUTTERMILK)","Pancakes, plain, from frozen",55100010,Grain Products
18301,"PIE,APPL,COMMLY PREP,ENR FLR","Pie, NFS",53300100,Grain Products
18301,"PIE,APPL,COMMLY PREP,ENR FLR","Pie, apple, two crust",53301000,Grain Products
18304,"PIE,BANANA CRM,PREP FROM RECIPE","Pie, banana cream",53341000,Grain Products
18305,"PIE,BLUEBERRY,COMMLY PREP","Pie, blueberry, two crust",53304000,Grain Products
18308,"PIE,CHERRY,COMMLY PREP","Pie, cherry, two crust",53305000,Grain Products
18308,"PIE,CHERRY,COMMLY PREP","Pie, cherry, individual size or tart",53305070,Grain Products
18310,"PIE,CHOC CREME,COMMLY PREP","Pie, chocolate cream",53342000,Grain Products
18313,"PIE,COCNT CREME,COMMLY PREP","Pie, coconut cream",53343000,Grain Products
18317,"PIE,EGG CUSTARD,COMMLY PREP","Pie, custard",53344000,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, fried, NFS",53300180,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, apple, individual size or tart",53301070,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, apple, fried pie",53301080,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, apricot, individual size or tart",53302070,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, apricot, fried pie",53302080,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, cherry, fried pie",53305080,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, lemon, fried pie",53305750,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, peach, fried pie",53307080,Grain Products
18319,"PIE,FRIED PIES,FRUIT","Pie, pineapple, individual size or tart",53308070,Grain Products
18320,"PIE,LEMON MERINGUE,COMMLY PREP","Pie, lemon meringue",53381000,Grain Products
18320,"PIE,LEMON MERINGUE,COMMLY PREP","Pie, lemon meringue, individual size or tart",53381070,Grain Products
18322,"PIE,MINCE,PREP FROM RECIPE","Pie, mince, two crust",53306000,Grain Products
18323,"PIE,PEACH","Pie, peach, two crust",53307000,Grain Products
18324,"PIE,PECAN,COMMLY PREP","Pie, pecan",53385000,Grain Products
18324,"PIE,PECAN,COMMLY PREP","Pie, pecan, individual size or tart",53385070,Grain Products
18326,"PIE,PUMPKIN,COMMLY PREP","Pie, pumpkin",53347000,Grain Products
18326,"PIE,PUMPKIN,COMMLY PREP","Pie, pumpkin, individual size or tart",53347070,Grain Products
18328,"PIE,VANILLA CRM,PREP FROM RECIPE","Pie, vanilla cream",53365000,Grain Products
18335,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR,BKD",Pie shell,53391000,Grain Products
18347,"ROLLS,DINNER,WHEAT","Roll, wheat or cracked wheat",51320010,Grain Products
18347,"ROLLS,DINNER,WHEAT","Roll, whole wheat",51320500,Grain Products
18349,"ROLLS,FRENCH","Roll, French or Vienna",51155000,Grain Products
18350,"ROLLS,HAMBURGER OR HOTDOG,PLN","Roll, NS as to major flour",51000200,Grain Products
18350,"ROLLS,HAMBURGER OR HOTDOG,PLN","Roll, white, soft",51150000,Grain Products
18350,"ROLLS,HAMBURGER OR HOTDOG,PLN","Roll, white, hot dog bun",51154010,Grain Products
18350,"ROLLS,HAMBURGER OR HOTDOG,PLN","Roll, white, hamburger bun",51154100,Grain Products
