str,Resource
"Lemon peel, raw",http://idea.rpi.edu/heals/kb/usda#09156
"Limes, raw",http://idea.rpi.edu/heals/kb/usda#09159
"Lime juice, raw",http://idea.rpi.edu/heals/kb/usda#09160
"Lime juice, canned or bottled, unsweetened",http://idea.rpi.edu/heals/kb/usda#09161
"Blueberries, dried, sweetened",http://idea.rpi.edu/heals/kb/usda#09163
"Litchis, raw",http://idea.rpi.edu/heals/kb/usda#09164
lychee,http://idea.rpi.edu/heals/kb/usda#09164
"Litchis, dried",http://idea.rpi.edu/heals/kb/usda#09165
lychee,http://idea.rpi.edu/heals/kb/usda#09165
"Loganberries, frozen",http://idea.rpi.edu/heals/kb/usda#09167
"Longans, raw",http://idea.rpi.edu/heals/kb/usda#09172
"Longans, dried",http://idea.rpi.edu/heals/kb/usda#09173
"Loquats, raw",http://idea.rpi.edu/heals/kb/usda#09174
"Mammy-apple, , raw",http://idea.rpi.edu/heals/kb/usda#09175
"Mangos, raw",http://idea.rpi.edu/heals/kb/usda#09176
"Mangosteen, canned, syrup pack",http://idea.rpi.edu/heals/kb/usda#09177
"Mango, dried, sweetened",http://idea.rpi.edu/heals/kb/usda#09178
"Melons, cantaloupe, raw",http://idea.rpi.edu/heals/kb/usda#09181
"Melons, casaba, raw",http://idea.rpi.edu/heals/kb/usda#09183
"Melons, honeydew, raw",http://idea.rpi.edu/heals/kb/usda#09184
"Melon balls, frozen",http://idea.rpi.edu/heals/kb/usda#09185
"Mulberries, raw",http://idea.rpi.edu/heals/kb/usda#09190
"Nectarines, raw",http://idea.rpi.edu/heals/kb/usda#09191
"Oheloberries, raw",http://idea.rpi.edu/heals/kb/usda#09192
"Olives, ripe, canned ",http://idea.rpi.edu/heals/kb/usda#09193
"Olives, pickled, canned or bottled",http://idea.rpi.edu/heals/kb/usda#09195
"Oranges, raw, all commercial varieties",http://idea.rpi.edu/heals/kb/usda#09200
"Oranges, raw, California",http://idea.rpi.edu/heals/kb/usda#09201
"Oranges, raw, navels ",http://idea.rpi.edu/heals/kb/usda#09202
"Oranges, raw, Florida",http://idea.rpi.edu/heals/kb/usda#09203
"Oranges, raw, with peel",http://idea.rpi.edu/heals/kb/usda#09205
"Orange juice, raw ",http://idea.rpi.edu/heals/kb/usda#09206
"Orange juice, canned, unsweetened",http://idea.rpi.edu/heals/kb/usda#09207
"Orange juice, chilled, includes from concentrate",http://idea.rpi.edu/heals/kb/usda#09209
"Orange juice, frozen concentrate, unsweetened",http://idea.rpi.edu/heals/kb/usda#09212
"Orange peel, raw",http://idea.rpi.edu/heals/kb/usda#09216
"Orange-grapefruit juice, canned or bottled, unsweetened",http://idea.rpi.edu/heals/kb/usda#09217
"Tangerines, raw",http://idea.rpi.edu/heals/kb/usda#09218
"Tangerines, canned",http://idea.rpi.edu/heals/kb/usda#09219
"Tangerine juice, raw",http://idea.rpi.edu/heals/kb/usda#09221
"Papayas, raw",http://idea.rpi.edu/heals/kb/usda#09226
"Papaya, canned, heavy syrup",http://idea.rpi.edu/heals/kb/usda#09228
"Papaya nectar, canned",http://idea.rpi.edu/heals/kb/usda#09229
"Passion-fruit, , purple",http://idea.rpi.edu/heals/kb/usda#09231
"Passion-fruit juice, purple, raw",http://idea.rpi.edu/heals/kb/usda#09232
"Passion-fruit juice, yellow, raw",http://idea.rpi.edu/heals/kb/usda#09233
"Peaches, yellow, raw",http://idea.rpi.edu/heals/kb/usda#09236
"Peaches, canned, water pack",http://idea.rpi.edu/heals/kb/usda#09237
"Peaches, canned, juice pack",http://idea.rpi.edu/heals/kb/usda#09238
"Peaches, canned, extra light syrup",http://idea.rpi.edu/heals/kb/usda#09239
"Peaches, canned, light syrup pack",http://idea.rpi.edu/heals/kb/usda#09240
"Peaches, canned, heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09241
"Peaches, canned, extra heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09242
"Peaches, spiced, canned",http://idea.rpi.edu/heals/kb/usda#09243
"Peaches, dehydrated , sulfured",http://idea.rpi.edu/heals/kb/usda#09244
"Peaches, dried, sulfured",http://idea.rpi.edu/heals/kb/usda#09246
"Peaches, frozen, sliced",http://idea.rpi.edu/heals/kb/usda#09250
"Peach nectar, canned, with sucralose",http://idea.rpi.edu/heals/kb/usda#09251
"Pears, raw",http://idea.rpi.edu/heals/kb/usda#09252
"Pears, canned, water pack",http://idea.rpi.edu/heals/kb/usda#09253
"Pears, canned, juice pack",http://idea.rpi.edu/heals/kb/usda#09254
"Pears, canned, extra light syrup pack",http://idea.rpi.edu/heals/kb/usda#09255
"Pears, canned, light syrup pack",http://idea.rpi.edu/heals/kb/usda#09256
"Pears, canned, heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09257
"Pears, canned, extra heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09258
"Pears, dried, sulfured",http://idea.rpi.edu/heals/kb/usda#09259
"Pear nectar, canned, without added ascorbic acid",http://idea.rpi.edu/heals/kb/usda#09262
"Persimmons, japanese, raw",http://idea.rpi.edu/heals/kb/usda#09263
"Persimmons, japanese, dried",http://idea.rpi.edu/heals/kb/usda#09264
"Persimmons, native, raw",http://idea.rpi.edu/heals/kb/usda#09265
"Pineapple, raw, all varieties",http://idea.rpi.edu/heals/kb/usda#09266
"Pineapple, canned, water pack",http://idea.rpi.edu/heals/kb/usda#09267
"Pineapple, canned, juice pack",http://idea.rpi.edu/heals/kb/usda#09268
"Pineapple, canned, light syrup pack",http://idea.rpi.edu/heals/kb/usda#09269
"Pineapple, canned, heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09270
"Pineapple, canned, extra heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09271
"Pineapple, frozen, chunks",http://idea.rpi.edu/heals/kb/usda#09272
"Pineapple juice, canned or bottled, unsweetened",http://idea.rpi.edu/heals/kb/usda#09273
"Pineapple juice, frozen concentrate, unsweetened",http://idea.rpi.edu/heals/kb/usda#09274
"Pitanga, , raw",http://idea.rpi.edu/heals/kb/usda#09276
"Plantains, yellow, raw",http://idea.rpi.edu/heals/kb/usda#09277
"Plantains, yellow, baked",http://idea.rpi.edu/heals/kb/usda#09278
"Plums, raw",http://idea.rpi.edu/heals/kb/usda#09279
"Plums, canned, purple",http://idea.rpi.edu/heals/kb/usda#09281
"Pomegranates, raw",http://idea.rpi.edu/heals/kb/usda#09286
"Prickly pears, raw",http://idea.rpi.edu/heals/kb/usda#09287
"Prunes, canned, heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09288
"Prunes, dehydrated , uncooked",http://idea.rpi.edu/heals/kb/usda#09289
"Prunes, dehydrated , stewed",http://idea.rpi.edu/heals/kb/usda#09290
"Plums, dried, uncooked",http://idea.rpi.edu/heals/kb/usda#09291
"Plums, dried, stewed",http://idea.rpi.edu/heals/kb/usda#09292
"Prune juice, canned",http://idea.rpi.edu/heals/kb/usda#09294
"Pummelo, raw",http://idea.rpi.edu/heals/kb/usda#09295
"Quinces, raw",http://idea.rpi.edu/heals/kb/usda#09296
"Raisins, golden, seedless",http://idea.rpi.edu/heals/kb/usda#09297
"Raisins, dark, seedless ",http://idea.rpi.edu/heals/kb/usda#09298
"Raisins, seeded",http://idea.rpi.edu/heals/kb/usda#09299
"Rambutan, canned, syrup pack",http://idea.rpi.edu/heals/kb/usda#09301
"Raspberries, raw",http://idea.rpi.edu/heals/kb/usda#09302
"Raspberries, canned, red",http://idea.rpi.edu/heals/kb/usda#09304
"Raspberries, frozen, red",http://idea.rpi.edu/heals/kb/usda#09306
"Rhubarb, raw",http://idea.rpi.edu/heals/kb/usda#09307
"Rhubarb, frozen, uncooked",http://idea.rpi.edu/heals/kb/usda#09309
"Rhubarb, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#09310
"Roselle, raw",http://idea.rpi.edu/heals/kb/usda#09311
"Rose-apples, raw",http://idea.rpi.edu/heals/kb/usda#09312
"Sapodilla, raw",http://idea.rpi.edu/heals/kb/usda#09313
"Sapote, mamey, raw",http://idea.rpi.edu/heals/kb/usda#09314
mamey colorado,http://idea.rpi.edu/heals/kb/usda#09314
marmalade plum,http://idea.rpi.edu/heals/kb/usda#09314
"Soursop, raw",http://idea.rpi.edu/heals/kb/usda#09315
"Strawberries, raw",http://idea.rpi.edu/heals/kb/usda#09316
"Strawberries, canned, heavy syrup pack",http://idea.rpi.edu/heals/kb/usda#09317
"Strawberries, frozen, unsweetened ",http://idea.rpi.edu/heals/kb/usda#09318
"Strawberries, frozen, sweetened",http://idea.rpi.edu/heals/kb/usda#09320
"Sugar-apples, , raw",http://idea.rpi.edu/heals/kb/usda#09321
"Tamarinds, raw",http://idea.rpi.edu/heals/kb/usda#09322
"Fruit salad, , tropical",http://idea.rpi.edu/heals/kb/usda#09325
"Watermelon, raw",http://idea.rpi.edu/heals/kb/usda#09326
"Maraschino cherries, canned, drained",http://idea.rpi.edu/heals/kb/usda#09328
"Feijoa, raw",http://idea.rpi.edu/heals/kb/usda#09334
"Pears, asian, raw",http://idea.rpi.edu/heals/kb/usda#09340
"Fruit cocktail, canned, heavy syrup",http://idea.rpi.edu/heals/kb/usda#09351
"Blueberries, canned, light syrup",http://idea.rpi.edu/heals/kb/usda#09352
"Blueberries, wild, canned",http://idea.rpi.edu/heals/kb/usda#09353
"Apricots, canned, heavy syrup",http://idea.rpi.edu/heals/kb/usda#09357
"Cherries, sour, canned",http://idea.rpi.edu/heals/kb/usda#09362
"Peaches, canned, heavy syrup",http://idea.rpi.edu/heals/kb/usda#09370
"Pears, canned, heavy syrup",http://idea.rpi.edu/heals/kb/usda#09374
"Plums, canned, heavy syrup",http://idea.rpi.edu/heals/kb/usda#09379
"Grapefruit juice, pink, raw",http://idea.rpi.edu/heals/kb/usda#09404
"Peach nectar, canned, with added ascorbic acid",http://idea.rpi.edu/heals/kb/usda#09407
"Pear nectar, canned, with added ascorbic acid",http://idea.rpi.edu/heals/kb/usda#09408
vitamin C,http://idea.rpi.edu/heals/kb/usda#09408
"Pears, raw, bartlett ",http://idea.rpi.edu/heals/kb/usda#09412
"Pears, raw, red anjou",http://idea.rpi.edu/heals/kb/usda#09413
"Pears, raw, bosc ",http://idea.rpi.edu/heals/kb/usda#09414
"Pears, raw, green anjou ",http://idea.rpi.edu/heals/kb/usda#09415
"Grapefruit juice, white, bottled",http://idea.rpi.edu/heals/kb/usda#09416
"Jackfruit, canned, syrup pack",http://idea.rpi.edu/heals/kb/usda#09420
"Dates, medjool",http://idea.rpi.edu/heals/kb/usda#09421
"Durian, raw or frozen",http://idea.rpi.edu/heals/kb/usda#09422
Prune puree,http://idea.rpi.edu/heals/kb/usda#09423
Candied fruit,http://idea.rpi.edu/heals/kb/usda#09426
"Abiyuch, raw",http://idea.rpi.edu/heals/kb/usda#09427
garlic pear,http://idea.rpi.edu/heals/kb/usda#09427
"Rowal, raw",http://idea.rpi.edu/heals/kb/usda#09428
"Pineapple, raw, traditional varieties",http://idea.rpi.edu/heals/kb/usda#09429
"Pineapple, raw, extra sweet variety",http://idea.rpi.edu/heals/kb/usda#09430
"Clementines, raw",http://idea.rpi.edu/heals/kb/usda#09433
"Guanabana nectar, canned",http://idea.rpi.edu/heals/kb/usda#09434
"Guava nectar, canned, with added ascorbic acid",http://idea.rpi.edu/heals/kb/usda#09435
"Mango nectar, canned",http://idea.rpi.edu/heals/kb/usda#09436
"Tamarind nectar, canned",http://idea.rpi.edu/heals/kb/usda#09437
"Pomegranate juice, bottled",http://idea.rpi.edu/heals/kb/usda#09442
"Juice, apple and grape blend, with added ascorbic acid",http://idea.rpi.edu/heals/kb/usda#09443
"Juice, apple, grape and pear blend",http://idea.rpi.edu/heals/kb/usda#09444
"Plantains, green, fried",http://idea.rpi.edu/heals/kb/usda#09446
tostones de platano,http://idea.rpi.edu/heals/kb/usda#09446
"Plantains, yellow, fried",http://idea.rpi.edu/heals/kb/usda#09447
platanos maduros,http://idea.rpi.edu/heals/kb/usda#09447
"Nance, canned, syrup",http://idea.rpi.edu/heals/kb/usda#09448
yellow cherries,http://idea.rpi.edu/heals/kb/usda#09448
"Nance, frozen, unsweetened",http://idea.rpi.edu/heals/kb/usda#09449
yellow cherries,http://idea.rpi.edu/heals/kb/usda#09449
"Naranjilla  pulp, frozen, unsweetened",http://idea.rpi.edu/heals/kb/usda#09450
Horned melon ,http://idea.rpi.edu/heals/kb/usda#09451
African horned melon,http://idea.rpi.edu/heals/kb/usda#09451
Orange Pineapple Juice Blend,http://idea.rpi.edu/heals/kb/usda#09452
"Apples, raw, red delicious",http://idea.rpi.edu/heals/kb/usda#09500
"Apples, raw, golden delicious",http://idea.rpi.edu/heals/kb/usda#09501
"Apples, raw, granny smith",http://idea.rpi.edu/heals/kb/usda#09502
"Apples, raw, gala",http://idea.rpi.edu/heals/kb/usda#09503
"Apples, raw, fuji",http://idea.rpi.edu/heals/kb/usda#09504
"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",http://idea.rpi.edu/heals/kb/usda#09507
"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",http://idea.rpi.edu/heals/kb/usda#09508
"Pineapple juice, canned, not from concentrate",http://idea.rpi.edu/heals/kb/usda#09510
"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",http://idea.rpi.edu/heals/kb/usda#09511
"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",http://idea.rpi.edu/heals/kb/usda#09513
"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",http://idea.rpi.edu/heals/kb/usda#09514
"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",http://idea.rpi.edu/heals/kb/usda#09515
"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",http://idea.rpi.edu/heals/kb/usda#09516
"Guava nectar, with sucralose, canned",http://idea.rpi.edu/heals/kb/usda#09519
"Kiwifruit, ZESPRI SunGold, raw",http://idea.rpi.edu/heals/kb/usda#09520
Gold3,http://idea.rpi.edu/heals/kb/usda#09520
"Cranberry juice blend, 100% juice, bottled",http://idea.rpi.edu/heals/kb/usda#09522
"Lemon juice from concentrate, bottled, CONCORD",http://idea.rpi.edu/heals/kb/usda#09523
"Lemon juice from concentrate, bottled, REAL LEMON",http://idea.rpi.edu/heals/kb/usda#09524
"Cranberry sauce, whole, canned",http://idea.rpi.edu/heals/kb/usda#09525
"Cranberry sauce, jellied, canned",http://idea.rpi.edu/heals/kb/usda#09526
Ruby Red grapefruit juice blend ,http://idea.rpi.edu/heals/kb/usda#09528
"Fruit juice smoothie, ODWALLA, strawberry banana",http://idea.rpi.edu/heals/kb/usda#09530
"Fruit juice smoothie, NAKED JUICE, strawberry banana",http://idea.rpi.edu/heals/kb/usda#09531
"Plantains, green, raw",http://idea.rpi.edu/heals/kb/usda#09542
"Plantains, green, boiled",http://idea.rpi.edu/heals/kb/usda#09543
Baobab powder,http://idea.rpi.edu/heals/kb/usda#09544
"Cherry juice, tart",http://idea.rpi.edu/heals/kb/usda#09546
"Raspberries, puree, seedless",http://idea.rpi.edu/heals/kb/usda#09552
"Raspberries, puree, with seeds",http://idea.rpi.edu/heals/kb/usda#09553
Raspberry juice concentrate,http://idea.rpi.edu/heals/kb/usda#09554
"Pork, fresh, composite of separable fat",http://idea.rpi.edu/heals/kb/usda#10000
"Pork, fresh, carcass",http://idea.rpi.edu/heals/kb/usda#10001
"Pork, fresh, composite of trimmed retail cuts (leg",http://idea.rpi.edu/heals/kb/usda#10002
"Pork, fresh, composite of trimmed leg",http://idea.rpi.edu/heals/kb/usda#10003
"Pork, fresh, backfat",http://idea.rpi.edu/heals/kb/usda#10004
"Pork, fresh, belly",http://idea.rpi.edu/heals/kb/usda#10005
"Pork, fresh, separable fat",http://idea.rpi.edu/heals/kb/usda#10006
"Pork, fresh, leg ",http://idea.rpi.edu/heals/kb/usda#10008
"Pork, fresh, loin",http://idea.rpi.edu/heals/kb/usda#10020
"Pork, fresh, shoulder",http://idea.rpi.edu/heals/kb/usda#10070
"Pork, fresh, spareribs",http://idea.rpi.edu/heals/kb/usda#10088
"Pork, fresh, variety meats and by-products",http://idea.rpi.edu/heals/kb/usda#10096
"Pork, cured, bacon",http://idea.rpi.edu/heals/kb/usda#10123
"Pork, cured, breakfast strips",http://idea.rpi.edu/heals/kb/usda#10128
"Canadian bacon, unprepared",http://idea.rpi.edu/heals/kb/usda#10130
"Pork, cured, feet",http://idea.rpi.edu/heals/kb/usda#10132
"Pork, cured, ham",http://idea.rpi.edu/heals/kb/usda#10134
"Pork, cured, salt pork",http://idea.rpi.edu/heals/kb/usda#10165
"Pork, cured, separable fat ",http://idea.rpi.edu/heals/kb/usda#10166
"Pork, cured, shoulder",http://idea.rpi.edu/heals/kb/usda#10168
"Pork, fresh, backribs",http://idea.rpi.edu/heals/kb/usda#10192
"Pork, fresh, ground",http://idea.rpi.edu/heals/kb/usda#10219
"Pork, fresh, composite of trimmed retail cuts ",http://idea.rpi.edu/heals/kb/usda#10226
"HORMEL, Cure 81 Ham",http://idea.rpi.edu/heals/kb/usda#10851
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",http://idea.rpi.edu/heals/kb/usda#10852
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",http://idea.rpi.edu/heals/kb/usda#10853
"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",http://idea.rpi.edu/heals/kb/usda#10854
"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",http://idea.rpi.edu/heals/kb/usda#10855
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",http://idea.rpi.edu/heals/kb/usda#10856
HORMEL Canadian Style Bacon,http://idea.rpi.edu/heals/kb/usda#10857
"Pork, bacon, rendered fat",http://idea.rpi.edu/heals/kb/usda#10864
bacon drippings,http://idea.rpi.edu/heals/kb/usda#10864
"Pork, cured, ham -- water added",http://idea.rpi.edu/heals/kb/usda#10865
"Pork, cured, ham and water product",http://idea.rpi.edu/heals/kb/usda#10869
"Pork, cured, ham with natural juices",http://idea.rpi.edu/heals/kb/usda#10873
"Pork, pickled pork hocks",http://idea.rpi.edu/heals/kb/usda#10898
"Pork, fresh, enhanced",http://idea.rpi.edu/heals/kb/usda#10944
"Pork, loin, leg cap steak",http://idea.rpi.edu/heals/kb/usda#10956
URMIS #3646,http://idea.rpi.edu/heals/kb/usda#10956
Leg cap steak,http://idea.rpi.edu/heals/kb/usda#10956
Gracilis,http://idea.rpi.edu/heals/kb/usda#10956
"Pork, Leg Cap Steak, boneless",http://idea.rpi.edu/heals/kb/usda#10957
URMIS #3646,http://idea.rpi.edu/heals/kb/usda#10957
Leg cap steak,http://idea.rpi.edu/heals/kb/usda#10957
Gracilis,http://idea.rpi.edu/heals/kb/usda#10957
"Pork, Shoulder breast, boneless",http://idea.rpi.edu/heals/kb/usda#10958
URMIS #3604,http://idea.rpi.edu/heals/kb/usda#10958
Shoulder breast,http://idea.rpi.edu/heals/kb/usda#10958
Pectoralis Profundi,http://idea.rpi.edu/heals/kb/usda#10958
"Pork, shoulder, petite tender",http://idea.rpi.edu/heals/kb/usda#10960
URMIS #3605,http://idea.rpi.edu/heals/kb/usda#10960
Shoulder petite tender,http://idea.rpi.edu/heals/kb/usda#10960
Teres major,http://idea.rpi.edu/heals/kb/usda#10960
"Pork, Shoulder petite tender, boneless",http://idea.rpi.edu/heals/kb/usda#10961
URMIS #3605,http://idea.rpi.edu/heals/kb/usda#10961
Shoulder petite tender,http://idea.rpi.edu/heals/kb/usda#10961
Teres major,http://idea.rpi.edu/heals/kb/usda#10961
"Pork, Leg sirloin tip roast, boneless",http://idea.rpi.edu/heals/kb/usda#10962
URMIS #3647,http://idea.rpi.edu/heals/kb/usda#10962
Leg sirloin tip roast,http://idea.rpi.edu/heals/kb/usda#10962
Vastas Lateralis/Rectus femoris,http://idea.rpi.edu/heals/kb/usda#10962
"Pork, ground, 84% lean / 16% fat",http://idea.rpi.edu/heals/kb/usda#10972
"Pork, ground, 96% lean / 4% fat",http://idea.rpi.edu/heals/kb/usda#10973
"Pork, ground, 72% lean / 28% fat",http://idea.rpi.edu/heals/kb/usda#10974
"Pork loin, fresh, backribs",http://idea.rpi.edu/heals/kb/usda#10980
"Pork, fresh, blade",http://idea.rpi.edu/heals/kb/usda#10988
"Bacon, pre-sliced, reduced/low sodium",http://idea.rpi.edu/heals/kb/usda#10994
"Canadian bacon, cooked, pan-fried",http://idea.rpi.edu/heals/kb/usda#10998
"Alfalfa seeds, sprouted, raw",http://idea.rpi.edu/heals/kb/usda#11001
"Amaranth leaves, raw",http://idea.rpi.edu/heals/kb/usda#11003
"Amaranth leaves, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11004
"Arrowhead, raw",http://idea.rpi.edu/heals/kb/usda#11005
"Arrowhead, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11006
"Artichokes, , raw",http://idea.rpi.edu/heals/kb/usda#11007
"Artichokes, , cooked",http://idea.rpi.edu/heals/kb/usda#11008
"Artichokes, , frozen",http://idea.rpi.edu/heals/kb/usda#11009
"Asparagus, raw",http://idea.rpi.edu/heals/kb/usda#11011
"Asparagus, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11012
"Asparagus, canned, regular pack",http://idea.rpi.edu/heals/kb/usda#11013
"Asparagus, canned, drained solids",http://idea.rpi.edu/heals/kb/usda#11015
"Asparagus, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11018
"Asparagus, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#11019
"Balsam-pear , leafy tips, raw",http://idea.rpi.edu/heals/kb/usda#11022
"Balsam-pear , leafy tips, cooked",http://idea.rpi.edu/heals/kb/usda#11023
"Balsam-pear , pods, raw",http://idea.rpi.edu/heals/kb/usda#11024
"Balsam-pear , pods, cooked",http://idea.rpi.edu/heals/kb/usda#11025
